NA_1555 	 objective
NA_T15113043 	 positive
NA_6024 	 objective
NA_1747 	 neutral
NA_8491 	 neutral
NA_4820 	 neutral
NA_T15113943 	 positive
NA_3843 	 positive
NA_2907 	 negative
NA_1062 	 negative
NA_8945 	 negative
NA_34 	 positive
NA_4448 	 objective
NA_T15115604 	 positive
NA_T15114136 	 objective
NA_T15111600 	 negative
NA_1831 	 objective
NA_T15113255 	 objective
NA_1192 	 positive
NA_T15116359 	 positive
NA_2073 	 negative
NA_7214 	 neutral
NA_1621 	 objective
NA_T15111389 	 objective
NA_6532 	 objective
NA_5185 	 positive
NA_7783 	 positive
NA_T15114021 	 positive
NA_7520 	 objective
NA_3836 	 objective
NA_1948 	 positive
NA_4734 	 positive
NA_5329 	 objective
NA_4223 	 positive
NA_3530 	 negative
NA_8918 	 neutral
NA_T15112495 	 positive
NA_8522 	 objective
NA_4438 	 positive
NA_79 	 positive
NA_8636 	 positive
NA_T15113901 	 positive
NA_8311 	 negative
NA_5478 	 objective
NA_5141 	 positive
NA_4717 	 neutral
NA_T15115258 	 negative
NA_7743 	 neutral
NA_7020 	 positive
NA_4073 	 objective
NA_5273 	 objective
NA_7263 	 positive
NA_4068 	 objective
NA_5489 	 positive
NA_8475 	 objective
NA_2542 	 negative
NA_1205 	 positive
NA_5251 	 objective
NA_699 	 objective
NA_421 	 positive
NA_4838 	 positive
NA_1862 	 objective
NA_7890 	 positive
NA_7363 	 objective
NA_3493 	 objective
NA_6388 	 positive
NA_5093 	 positive
NA_4014 	 objective
NA_5586 	 positive
NA_4070 	 positive
NA_2910 	 positive
NA_5492 	 positive
NA_4110 	 neutral
NA_400 	 objective
NA_T15113517 	 objective
NA_1556 	 positive
NA_205 	 objective
NA_T15115619 	 positive
NA_2440 	 neutral
NA_6483 	 negative
NA_4660 	 positive
NA_4535 	 positive
NA_3703 	 neutral
NA_2820 	 positive
NA_4758 	 objective
NA_8661 	 positive
NA_272 	 objective
NA_7037 	 negative
NA_5615 	 objective
NA_5592 	 negative
NA_T15114771 	 neutral
NA_478 	 positive
NA_7327 	 neutral
NA_3200 	 positive
NA_82 	 neutral
NA_7031 	 neutral
NA_T15112010 	 positive
NA_T15111568 	 objective
NA_3314 	 objective
NA_3494 	 negative
NA_4865 	 negative
NA_T15111567 	 objective
NA_8373 	 objective
NA_3917 	 positive
NA_7249 	 objective
NA_1055 	 negative
NA_7146 	 objective
NA_T15113570 	 objective
NA_709 	 objective
NA_6977 	 neutral
NA_56 	 positive
NA_4715 	 objective
NA_550 	 objective
NA_2130 	 neutral
NA_5867 	 objective
NA_T15115032 	 neutral
NA_5044 	 objective
NA_5680 	 neutral
NA_4458 	 positive
NA_878 	 objective
NA_1423 	 positive
NA_T15114568 	 positive
NA_6557 	 objective
NA_7116 	 neutral
NA_6502 	 objective
NA_404 	 objective
NA_7026 	 objective
NA_7963 	 negative
NA_T15114164 	 negative
NA_1643 	 objective
NA_5569 	 neutral
NA_493 	 negative
NA_T15111171 	 positive
NA_2878 	 positive
NA_1299 	 objective
NA_T15112354 	 negative
NA_T15111240 	 objective
NA_6266 	 positive
NA_977 	 neutral
NA_T15113978 	 positive
NA_4411 	 objective
NA_3125 	 negative
NA_3331 	 negative
NA_462 	 positive
NA_552 	 neutral
NA_8092 	 neutral
NA_2927 	 positive
NA_4675 	 positive
NA_T15113825 	 neutral
NA_5313 	 neutral
NA_1819 	 neutral
NA_5837 	 objective
NA_4111 	 objective
NA_3483 	 objective
NA_8755 	 objective
NA_5155 	 positive
NA_5549 	 negative
NA_282 	 objective
NA_6619 	 positive
NA_6527 	 positive
NA_1432 	 objective
NA_3532 	 neutral
NA_7977 	 objective
NA_2829 	 objective
NA_T15112034 	 positive
NA_8788 	 positive
NA_1418 	 negative
NA_T15111742 	 negative
NA_2438 	 positive
NA_T15113615 	 positive
NA_4220 	 positive
NA_4973 	 positive
NA_8070 	 neutral
NA_84 	 negative
NA_8435 	 objective
NA_4608 	 objective
NA_4287 	 negative
NA_8109 	 objective
NA_T15114235 	 positive
NA_4230 	 positive
NA_1744 	 positive
NA_2048 	 positive
NA_T15116551 	 positive
NA_T15114115 	 positive
NA_156 	 neutral
NA_1527 	 positive
NA_498 	 objective
NA_7350 	 objective
NA_4305 	 neutral
NA_7879 	 positive
NA_3511 	 objective
NA_3422 	 objective
NA_8686 	 positive
NA_8928 	 objective
NA_T15113647 	 objective
NA_4654 	 negative
NA_4018 	 neutral
NA_T15111111 	 negative
NA_7493 	 objective
NA_8901 	 neutral
NA_4766 	 negative
NA_8019 	 positive
NA_5347 	 positive
NA_T15112003 	 objective
NA_7098 	 positive
NA_4215 	 negative
NA_6948 	 neutral
NA_8011 	 positive
NA_1751 	 neutral
NA_5119 	 objective
NA_3726 	 objective
NA_8871 	 negative
NA_T15116406 	 objective
NA_3162 	 positive
NA_2898 	 positive
NA_T15114510 	 objective
NA_2253 	 objective
NA_2587 	 objective
NA_8925 	 neutral
NA_5493 	 positive
NA_T15111928 	 positive
NA_4733 	 neutral
NA_967 	 objective
NA_3275 	 neutral
NA_2274 	 negative
NA_1296 	 positive
NA_3714 	 positive
NA_4593 	 positive
NA_5428 	 positive
NA_5085 	 positive
NA_T15114471 	 positive
NA_T15114679 	 objective
NA_4681 	 positive
NA_2017 	 objective
NA_8860 	 positive
NA_150 	 objective
NA_2525 	 positive
NA_5096 	 objective
NA_8526 	 neutral
NA_6138 	 neutral
NA_7295 	 objective
NA_T15112167 	 negative
NA_4227 	 negative
NA_5125 	 objective
NA_2086 	 objective
NA_1693 	 negative
NA_3362 	 positive
NA_3829 	 objective
NA_7457 	 objective
NA_8597 	 positive
NA_3380 	 objective
NA_T15113014 	 objective
NA_4066 	 objective
NA_1885 	 negative
NA_5062 	 positive
NA_6481 	 positive
NA_6731 	 positive
NA_7548 	 negative
NA_2977 	 neutral
NA_T15113798 	 objective
NA_3216 	 neutral
NA_5179 	 objective
NA_T15112847 	 objective
NA_T15113176 	 objective
NA_2577 	 objective
NA_5072 	 negative
NA_5287 	 negative
NA_6770 	 neutral
NA_T15111931 	 positive
NA_432 	 objective
NA_3875 	 positive
NA_8194 	 positive
NA_7288 	 negative
NA_3993 	 objective
NA_3541 	 objective
NA_T15115005 	 positive
NA_T15111225 	 positive
NA_4609 	 objective
NA_5324 	 negative
NA_3166 	 objective
NA_3643 	 objective
NA_T15115544 	 objective
NA_4583 	 positive
NA_86 	 positive
NA_2173 	 negative
NA_6628 	 positive
NA_1668 	 objective
NA_T15114756 	 neutral
NA_T15114803 	 neutral
NA_6333 	 negative
NA_7085 	 negative
NA_3371 	 negative
NA_866 	 negative
NA_6291 	 positive
NA_T15114959 	 neutral
NA_4818 	 negative
NA_T15112224 	 neutral
NA_2131 	 objective
NA_1979 	 positive
NA_4164 	 objective
NA_5035 	 negative
NA_408 	 positive
NA_491 	 objective
NA_4408 	 negative
NA_8742 	 neutral
NA_T15115893 	 positive
NA_5729 	 objective
NA_2499 	 neutral
NA_1842 	 positive
NA_T15114595 	 objective
NA_1165 	 positive
NA_8121 	 negative
NA_2320 	 negative
NA_6419 	 positive
NA_T15111453 	 neutral
NA_7187 	 neutral
NA_T15112164 	 positive
NA_2592 	 negative
NA_5685 	 objective
NA_788 	 positive
NA_7927 	 positive
NA_T15113109 	 negative
NA_4050 	 positive
NA_T15111988 	 objective
NA_3416 	 neutral
NA_5020 	 objective
NA_T15114742 	 positive
NA_8153 	 positive
NA_T15116719 	 objective
NA_T15116248 	 objective
NA_3406 	 objective
NA_3042 	 positive
NA_6418 	 objective
NA_T15113080 	 positive
NA_T15114155 	 objective
NA_4574 	 negative
NA_T15114854 	 objective
NA_359 	 neutral
NA_6706 	 negative
NA_8176 	 negative
NA_3543 	 negative
NA_4762 	 positive
NA_3925 	 neutral
NA_8800 	 objective
NA_5259 	 objective
NA_351 	 positive
NA_T15116208 	 neutral
NA_2217 	 positive
NA_738 	 negative
NA_4958 	 negative
NA_5843 	 neutral
NA_8701 	 positive
NA_8552 	 objective
NA_6621 	 positive
NA_3110 	 objective
NA_T15116641 	 negative
NA_180 	 neutral
NA_6613 	 objective
NA_3919 	 positive
NA_2378 	 positive
NA_7583 	 objective
NA_1993 	 negative
NA_5424 	 negative
NA_448 	 positive
NA_1158 	 positive
NA_6011 	 positive
NA_975 	 positive
NA_4250 	 objective
NA_3599 	 positive
NA_1308 	 negative
NA_T15113357 	 objective
NA_907 	 objective
NA_1959 	 positive
NA_8339 	 positive
NA_621 	 positive
NA_5527 	 negative
NA_8190 	 objective
NA_T15114715 	 objective
NA_5348 	 positive
NA_2322 	 positive
NA_6951 	 neutral
NA_5288 	 objective
NA_T15116020 	 positive
NA_4267 	 objective
NA_1706 	 neutral
NA_61 	 objective
NA_T15112524 	 objective
NA_5664 	 objective
NA_1690 	 objective
NA_4418 	 objective
NA_5577 	 objective
NA_8414 	 positive
NA_6429 	 positive
NA_T15111803 	 objective
NA_2478 	 positive
NA_411 	 positive
NA_2104 	 positive
NA_T15116467 	 positive
NA_4886 	 positive
NA_4857 	 neutral
NA_6147 	 objective
NA_T15114141 	 positive
NA_1099 	 positive
NA_7459 	 objective
NA_5607 	 positive
NA_5671 	 positive
NA_4051 	 positive
NA_8398 	 positive
NA_8598 	 negative
NA_430 	 neutral
NA_1140 	 neutral
NA_243 	 negative
NA_5870 	 neutral
NA_2606 	 positive
NA_7738 	 objective
NA_T15116190 	 negative
NA_7298 	 objective
NA_T15112251 	 negative
NA_2107 	 objective
NA_1337 	 neutral
NA_6579 	 negative
NA_7220 	 objective
NA_8694 	 neutral
NA_8971 	 objective
NA_8363 	 objective
NA_T15113799 	 objective
NA_767 	 negative
NA_3419 	 neutral
NA_3553 	 positive
NA_8353 	 neutral
NA_4853 	 objective
NA_7499 	 positive
NA_3941 	 positive
NA_T15115459 	 positive
NA_580 	 positive
NA_4864 	 negative
NA_1195 	 positive
NA_342 	 objective
NA_6902 	 objective
NA_754 	 neutral
NA_5154 	 negative
NA_T15113277 	 negative
NA_1093 	 objective
NA_1049 	 positive
NA_748 	 objective
NA_T15114483 	 neutral
NA_2389 	 positive
NA_T15115722 	 negative
NA_21 	 positive
NA_7777 	 objective
NA_T15115465 	 negative
NA_7848 	 negative
NA_2340 	 objective
NA_5774 	 positive
NA_4852 	 positive
NA_T15114579 	 positive
NA_3045 	 objective
NA_8260 	 negative
NA_1269 	 positive
NA_383 	 neutral
NA_7311 	 negative
NA_T15114009 	 objective
NA_3864 	 objective
NA_1654 	 negative
NA_5065 	 positive
NA_2612 	 neutral
NA_6461 	 positive
NA_1123 	 positive
NA_8820 	 positive
NA_T15115004 	 objective
NA_3627 	 objective
NA_4564 	 positive
NA_8056 	 objective
NA_T15116289 	 positive
NA_3130 	 neutral
NA_T15114696 	 positive
NA_5858 	 positive
NA_3328 	 objective
NA_6192 	 objective
NA_5784 	 negative
NA_4514 	 neutral
NA_6833 	 neutral
NA_6281 	 negative
NA_7819 	 objective
NA_7053 	 positive
NA_T15116136 	 negative
NA_8131 	 objective
NA_1292 	 positive
NA_T15114348 	 positive
NA_2492 	 negative
NA_T15111949 	 objective
NA_1184 	 neutral
NA_2080 	 neutral
NA_1218 	 positive
NA_T15114019 	 objective
NA_1521 	 objective
NA_T15111797 	 positive
NA_2405 	 negative
NA_8646 	 negative
NA_5458 	 objective
NA_5772 	 positive
NA_5031 	 neutral
NA_309 	 positive
NA_8617 	 positive
NA_8328 	 objective
NA_4553 	 positive
NA_6719 	 neutral
NA_T15116634 	 neutral
NA_789 	 positive
NA_3882 	 negative
NA_T15111623 	 neutral
NA_1276 	 objective
NA_926 	 positive
NA_4953 	 positive
NA_872 	 neutral
NA_T15111519 	 objective
NA_2129 	 negative
NA_T15114644 	 positive
NA_5860 	 positive
NA_4367 	 objective
NA_T15112294 	 objective
NA_1303 	 positive
NA_4918 	 objective
NA_123 	 positive
NA_T15115271 	 positive
NA_7629 	 objective
NA_T15111186 	 positive
NA_6195 	 negative
NA_6967 	 positive
NA_152 	 objective
NA_3838 	 neutral
NA_558 	 objective
NA_3743 	 objective
NA_4687 	 positive
NA_T15116445 	 objective
NA_7370 	 negative
NA_757 	 neutral
NA_T15112214 	 positive
NA_8235 	 objective
NA_934 	 objective
NA_2520 	 positive
NA_1057 	 negative
NA_4494 	 positive
NA_6577 	 objective
NA_T15114633 	 positive
NA_T15113078 	 negative
NA_8237 	 positive
NA_1981 	 objective
NA_3064 	 positive
NA_5033 	 positive
NA_8301 	 objective
NA_8254 	 negative
NA_17 	 objective
NA_7642 	 objective
NA_4757 	 positive
NA_1722 	 positive
NA_957 	 positive
NA_T15116547 	 positive
NA_2318 	 negative
NA_T15115390 	 objective
NA_5668 	 objective
NA_3669 	 objective
NA_4237 	 objective
NA_7751 	 negative
NA_7267 	 objective
NA_6394 	 negative
NA_5087 	 negative
NA_T15111294 	 objective
NA_6541 	 objective
NA_32 	 objective
NA_4938 	 positive
NA_8 	 neutral
NA_578 	 objective
NA_422 	 objective
NA_6376 	 positive
NA_T15115094 	 objective
NA_1128 	 positive
NA_4008 	 positive
NA_6329 	 neutral
NA_2455 	 neutral
NA_5194 	 objective
NA_7108 	 objective
NA_5082 	 objective
NA_2064 	 objective
NA_6919 	 positive
NA_T15116334 	 objective
NA_2059 	 positive
NA_4337 	 positive
NA_3488 	 negative
NA_7319 	 positive
NA_3378 	 objective
NA_4811 	 positive
NA_T15116350 	 objective
NA_T15112640 	 objective
NA_T15114838 	 negative
NA_T15112635 	 neutral
NA_6768 	 negative
NA_T15116444 	 objective
NA_4605 	 neutral
NA_T15116507 	 positive
NA_4665 	 positive
NA_6727 	 objective
NA_4344 	 negative
NA_453 	 positive
NA_4517 	 negative
NA_3689 	 positive
NA_7835 	 objective
NA_1421 	 neutral
NA_2425 	 positive
NA_8692 	 objective
NA_4883 	 positive
NA_2698 	 negative
NA_7176 	 neutral
NA_T15112279 	 objective
NA_2275 	 positive
NA_5396 	 neutral
NA_3109 	 positive
NA_2140 	 neutral
NA_T15115989 	 positive
NA_5903 	 positive
NA_2400 	 neutral
NA_7326 	 positive
NA_6064 	 objective
NA_3018 	 positive
NA_4562 	 negative
NA_6656 	 positive
NA_T15112012 	 positive
NA_5573 	 positive
NA_2272 	 neutral
NA_3609 	 positive
NA_8470 	 positive
NA_T15115200 	 neutral
NA_6781 	 objective
NA_6302 	 positive
NA_2693 	 positive
NA_T15111436 	 positive
NA_7359 	 positive
NA_T15114450 	 negative
NA_T15114703 	 objective
NA_843 	 positive
NA_T15114924 	 objective
NA_1161 	 neutral
NA_6988 	 objective
NA_5219 	 objective
NA_4180 	 positive
NA_T15113162 	 objective
NA_146 	 neutral
NA_T15113850 	 negative
NA_7739 	 negative
NA_6886 	 objective
NA_2220 	 neutral
NA_4116 	 objective
NA_2055 	 objective
NA_245 	 objective
NA_8518 	 negative
NA_4456 	 neutral
NA_5109 	 objective
NA_6596 	 objective
NA_4526 	 positive
NA_7307 	 negative
NA_8738 	 positive
NA_2334 	 objective
NA_5206 	 positive
NA_3263 	 positive
NA_3912 	 objective
NA_4560 	 positive
NA_5863 	 neutral
NA_2084 	 objective
NA_T15113714 	 positive
NA_T15116484 	 negative
NA_2651 	 neutral
NA_4878 	 negative
NA_6447 	 negative
NA_4353 	 positive
NA_3228 	 objective
NA_2069 	 positive
NA_784 	 negative
NA_6144 	 positive
NA_7123 	 objective
NA_1960 	 positive
NA_6715 	 objective
NA_8430 	 positive
NA_3725 	 positive
NA_1275 	 positive
NA_3516 	 positive
NA_8374 	 neutral
NA_1100 	 positive
NA_3817 	 negative
NA_8768 	 objective
NA_6754 	 positive
NA_T15114755 	 positive
NA_5720 	 positive
NA_6334 	 negative
NA_4433 	 positive
NA_3906 	 objective
NA_T15115059 	 objective
NA_T15113263 	 positive
NA_T15112315 	 neutral
NA_3226 	 objective
NA_2485 	 positive
NA_3369 	 objective
NA_5249 	 positive
NA_35 	 positive
NA_5891 	 negative
NA_3486 	 neutral
NA_5752 	 objective
NA_T15111285 	 neutral
NA_1090 	 neutral
NA_135 	 negative
NA_7740 	 negative
NA_7741 	 objective
NA_6944 	 negative
NA_2924 	 neutral
NA_8293 	 objective
NA_6760 	 positive
NA_7443 	 objective
NA_T15113527 	 negative
NA_5387 	 objective
NA_2386 	 objective
NA_3768 	 objective
NA_1444 	 objective
NA_7545 	 neutral
NA_5342 	 objective
NA_T15116637 	 neutral
NA_4529 	 positive
NA_6210 	 objective
NA_3372 	 objective
NA_7965 	 objective
NA_1798 	 objective
NA_6969 	 neutral
NA_5557 	 negative
NA_7132 	 neutral
NA_4966 	 positive
NA_6908 	 objective
NA_T15116432 	 objective
NA_T15114061 	 objective
NA_2732 	 objective
NA_2342 	 positive
NA_2111 	 positive
NA_1715 	 objective
NA_T15111297 	 positive
NA_T15115197 	 objective
NA_7429 	 neutral
NA_128 	 positive
NA_4264 	 objective
NA_2316 	 objective
NA_4244 	 positive
NA_2323 	 negative
NA_T15115812 	 objective
NA_597 	 objective
NA_T15111807 	 objective
NA_2083 	 negative
NA_66 	 objective
NA_987 	 negative
NA_3874 	 positive
NA_T15116401 	 negative
NA_869 	 positive
NA_3173 	 positive
NA_3452 	 objective
NA_8001 	 neutral
NA_4688 	 positive
NA_3991 	 objective
NA_6674 	 positive
NA_564 	 objective
NA_6240 	 neutral
NA_T15116529 	 neutral
NA_7478 	 positive
NA_3637 	 positive
NA_134 	 positive
NA_3791 	 objective
NA_4939 	 objective
NA_3863 	 negative
NA_T15111212 	 positive
NA_5240 	 objective
NA_T15116327 	 negative
NA_3564 	 objective
NA_5859 	 positive
NA_7222 	 objective
NA_5474 	 positive
NA_5872 	 positive
NA_416 	 negative
NA_T15115899 	 neutral
NA_2119 	 objective
NA_5123 	 positive
NA_3320 	 negative
NA_7774 	 neutral
NA_2058 	 positive
NA_T15116183 	 positive
NA_1319 	 neutral
NA_1800 	 positive
NA_3648 	 negative
NA_6655 	 positive
NA_4473 	 positive
NA_5115 	 objective
NA_4870 	 negative
NA_4601 	 negative
NA_3850 	 objective
NA_7821 	 positive
NA_903 	 objective
NA_T15113012 	 objective
NA_7718 	 objective
NA_4106 	 positive
NA_1021 	 negative
NA_T15111935 	 neutral
NA_1833 	 objective
NA_4251 	 positive
NA_6879 	 objective
NA_T15115088 	 negative
NA_T15112192 	 positive
NA_7646 	 negative
NA_T15116424 	 objective
NA_137 	 positive
NA_1388 	 negative
NA_T15114320 	 positive
NA_7458 	 objective
NA_4616 	 objective
NA_3624 	 positive
NA_36 	 positive
NA_7440 	 positive
NA_T15115997 	 objective
NA_796 	 positive
NA_7097 	 positive
NA_995 	 neutral
NA_192 	 positive
NA_3135 	 positive
NA_8203 	 negative
NA_5581 	 positive
NA_6200 	 neutral
NA_7758 	 positive
NA_5156 	 positive
NA_4384 	 objective
NA_T15115437 	 positive
NA_7763 	 objective
NA_7690 	 objective
NA_T15112752 	 objective
NA_5583 	 positive
NA_7106 	 positive
NA_T15113992 	 objective
NA_7387 	 positive
NA_T15112072 	 objective
NA_8230 	 positive
NA_4935 	 positive
NA_966 	 neutral
NA_T15113719 	 negative
NA_3156 	 positive
NA_3577 	 objective
NA_T15114452 	 neutral
NA_5138 	 neutral
NA_5822 	 positive
NA_3181 	 objective
NA_1873 	 positive
NA_7551 	 objective
NA_5301 	 positive
NA_T15112728 	 objective
NA_1464 	 neutral
NA_8479 	 positive
NA_7901 	 neutral
NA_8982 	 positive
NA_147 	 positive
NA_8818 	 positive
NA_4702 	 negative
NA_2249 	 neutral
NA_3325 	 positive
NA_T15114119 	 objective
NA_6525 	 positive
NA_6922 	 positive
NA_1776 	 negative
NA_2012 	 positive
NA_1879 	 neutral
NA_3612 	 objective
NA_4025 	 objective
NA_5462 	 positive
NA_1014 	 objective
NA_8884 	 negative
NA_T15116578 	 objective
NA_5708 	 neutral
NA_1170 	 positive
NA_5711 	 negative
NA_940 	 objective
NA_1408 	 neutral
NA_7745 	 positive
NA_5718 	 positive
NA_2817 	 objective
NA_314 	 objective
NA_T15115383 	 objective
NA_1874 	 negative
NA_5265 	 negative
NA_2572 	 neutral
NA_2538 	 objective
NA_594 	 neutral
NA_T15114112 	 positive
NA_6808 	 objective
NA_T15113847 	 objective
NA_6562 	 positive
NA_3690 	 neutral
NA_8641 	 positive
NA_2894 	 objective
NA_4503 	 neutral
NA_3361 	 positive
NA_6970 	 neutral
NA_3085 	 objective
NA_1631 	 positive
NA_5173 	 negative
NA_T15113807 	 negative
NA_6162 	 positive
NA_4354 	 neutral
NA_8086 	 positive
NA_7194 	 objective
NA_8031 	 neutral
NA_2371 	 positive
NA_1249 	 negative
NA_T15112958 	 objective
NA_5950 	 positive
NA_T15115066 	 positive
NA_6769 	 neutral
NA_7198 	 neutral
NA_1514 	 objective
NA_1459 	 objective
NA_5698 	 negative
NA_3351 	 neutral
NA_7335 	 objective
NA_T15114282 	 negative
NA_4257 	 positive
NA_T15116537 	 positive
NA_3681 	 positive
NA_T15116727 	 objective
NA_4346 	 objective
NA_3070 	 positive
NA_6294 	 neutral
NA_6797 	 neutral
NA_3489 	 negative
NA_5043 	 positive
NA_4339 	 negative
NA_5767 	 objective
NA_5707 	 negative
NA_944 	 positive
NA_8828 	 objective
NA_3638 	 objective
NA_8446 	 positive
NA_614 	 objective
NA_T15114395 	 objective
NA_7345 	 objective
NA_1391 	 positive
NA_6952 	 positive
NA_1117 	 objective
NA_1064 	 positive
NA_4270 	 objective
NA_2661 	 negative
NA_567 	 positive
NA_19 	 negative
NA_T15113716 	 positive
NA_T15116193 	 objective
NA_T15115696 	 objective
NA_4019 	 positive
NA_7536 	 neutral
NA_6990 	 positive
NA_4639 	 positive
NA_6360 	 neutral
NA_7034 	 positive
NA_6355 	 positive
NA_T15114288 	 neutral
NA_8908 	 objective
NA_2035 	 positive
NA_2284 	 neutral
NA_2801 	 positive
NA_7790 	 objective
NA_5629 	 positive
NA_3217 	 objective
NA_4005 	 positive
NA_T15113095 	 objective
NA_8525 	 positive
NA_3861 	 negative
NA_T15114208 	 positive
NA_6953 	 negative
NA_6286 	 objective
NA_285 	 positive
NA_T15114098 	 positive
NA_4310 	 negative
NA_T15113688 	 negative
NA_T15111992 	 positive
NA_733 	 positive
NA_7611 	 objective
NA_4561 	 positive
NA_590 	 objective
NA_5163 	 neutral
NA_6669 	 neutral
NA_8659 	 positive
NA_1203 	 objective
NA_2534 	 positive
NA_8269 	 neutral
NA_T15111549 	 objective
NA_5253 	 neutral
NA_1467 	 positive
NA_5197 	 neutral
NA_1228 	 objective
NA_T15112774 	 objective
NA_1864 	 neutral
NA_3316 	 neutral
NA_5965 	 neutral
NA_2356 	 negative
NA_5672 	 positive
NA_8193 	 neutral
NA_6529 	 neutral
NA_4195 	 positive
NA_T15114918 	 neutral
NA_5995 	 positive
NA_8169 	 negative
NA_T15112179 	 positive
NA_771 	 positive
NA_3078 	 positive
NA_2984 	 positive
NA_T15113619 	 objective
NA_T15113811 	 objective
NA_T15115431 	 negative
NA_2484 	 objective
NA_5782 	 positive
NA_7793 	 positive
NA_7259 	 positive
NA_4889 	 negative
NA_6759 	 positive
NA_1252 	 positive
NA_T15115629 	 positive
NA_7592 	 positive
NA_7403 	 positive
NA_2865 	 neutral
NA_T15111906 	 objective
NA_5826 	 objective
NA_4761 	 neutral
NA_4551 	 negative
NA_8490 	 objective
NA_1789 	 objective
NA_T15114432 	 objective
NA_451 	 positive
